Gss year for this respondent                       ,Respondent id number,Labor force status,Number of hours worked last week,Number of hours usually work a week,Ever work as long as one year,R self-emp or works for somebody,Rs census occupation code (1980),Rs industry code   (1980),Rs census occupation code (2010),Number of children,Age of respondent,Highest year of school completed,Rs highest degree,Respondents sex,Race of respondent,Was r born in this country,Number of persons in household,How many in family earned money,Total family income,Respondents income,Total family income,Respondents income,Health -- version y,General happiness,Condition of health,Is life exciting or dull,To work hard,Weeks r. worked last year,Was r's work part-time or full-time?,Satisfaction with financial situation,Opinion of family income,Ever unemployed in last ten yrs,Opinion of how people get ahead,Rs living standard compared to parents,Work arrangement at main job,Time at current job,Usual work schedule,Days per month r work extra hours,How often r works at home,Usual reason r work at home,R has job other than main,Job requires r to learn new things,Job requires r to work fast,R does numerous things on job,R has too much work to do well,R knows what's expected on job,Job allows r use of skills,R proud to work for employer,A lot of freedom to decide how to do job,The job security is good,How fair is what r earn on the job,Income alone is enough,Rs health in general,Days of poor physical health past 30 days,Days of poor mental health past 30 days,Days of activity limitation past 30 days,How often during past month r felt used up,R had back pain in the past 12 months,Trouble sleeping last 12 months,Job satisfaction in general,R work for whom,How often does r find work stressful,Internet access in r's home,The highest degree r have earned,R preference re: work hrs and money,Rs job is secure,Rs income is high,R has opportunity to advance,Rs job is interesting,R can work independently,R helps others in job,Rs job is useful to society,How often does work exhaust r,Which job would you prefer               ,I am proud of the type of work i do,Have you ever had a paid job for 1 year or+,Is r us citizen,Does r own or rent home?,Number in family of r,Respondent socioeconomic index,Year of birth,Ballot used for interview,Occupation code based on o*net,R's socioeconomic index (2010),Respondents income,Stress at work in past 2 wks,I see myself as successful,I am meeting my current goals,Use internet/apps more than occassionally,Use internet/apps from phone or tablet,Used internet/apps yesterday,Use twitter,Use facebook,Use instagrm,Use linkedin,Use snapchat,Use tumblr,Use whatsapp,Use googlesn,Use pinterst,Use flickr,Use vine,Use clssmtes,Minutes of internet use on weekdays,Hours of internet use on weekdays,Minutes of internet use on weekends,Hours of internet use on weekends,How are you paid,How many hrs/week do you usually work,Most hrs/week worked in past month,Fewest hrs/week worked in past month,How much time felt depressed in past wk,How much time sleep was restless in past wk,How much time felt happy in past wk,How much time felt lonely in past wk,How much time felt sad in past wk,Importance of flexible hrs. at work,Importance of personal contact at work,How often do you work from home,Do you work weekends,How are your working hours decided,What is your working schedule,I would change my work for something different,Did you work multiple jobs in past yr,How much earned from additional jobs in past yr,Job satisfaction,Type of structure in which the respondent lives
2016,1347,No answer,No answer,No answer,No answer,No answer,Not applicable,Not applicable,No answer,Dk na,27,No answer,No answer,Male,Other,No answer,2,No answer,$4000 to 4999,Refused,Not applicable,Not applicable,Not applicable,No answer,No answer,No answer,No answer,Not applicable,Not applicable,No answer,No answer,No answer,No answer,No answer,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No answer,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No answer,Not applicable,Not applicable,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Not applicable,1st person,-1,1989,Ballot c,0,-1,Refused,Not applicable,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,1350,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Security guards and gaming surveillance officers,0,27,17,Bachelor,Male,White,Yes,1,1,$25000 or more,$25000 or more,Not applicable,Not applicable,Not applicable,Not too happy,Good,Exciting,Most important,52,Full-time,More or less,Average,No,Both equally,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,More hrs & money,Neither,Neither,Agree,Agree,Agree,Agree,Agree,Hardly ever,A full time job,Agree,Not applicable,Not applicable,Not applicable,1st person,-1,1989,Ballot c,0,34.7,$60000 to 74999,Not applicable,Somewhat true,Somewhat true,Yes,Yes,"Yes, used internet yesterday",No,Yes,No,No,Yes,No,No,No,No,No,No,No,0,3,0,2,By the hour,40,50,35,None or almost none of the time,None or almost none of the time,Most of the time,None or almost none of the time,None or almost none of the time,Important,Important,Never,Sometimes,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a regular schedule or shift (daytime, evening, or night)",Agree,No,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,1352,Keeping house,Not applicable,Not applicable,Yes,Someone else,Not applicable,Not applicable,Customer service representatives,2,34,10,Lt high school,Male,White,Yes,4,1,$15000 - 19999,Not applicable,Not applicable,Not applicable,About right,Not too happy,Fair,Exciting,3rd important,0,Not applicable,Not at all sat,Average,No,Hard work,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,A full time job,Not applicable,Yes,Not applicable,Not applicable,1st person,-1,1982,Ballot c,0,37.6,Not applicable,A lot of stress,Slightly false,Definitely true,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,0,3,0,3,Not applicable,Not applicable,Not applicable,Not applicable,None or almost none of the time,Some of the time,Some of the time,None or almost none of the time,Some of the time,Important,Neither important nor unimportant,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,TRAILER
2016,1354,Working fulltime,48,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Clinical laboratory technologists and technicians,2,30,15,Junior college,Female,White,Yes,6,4,$25000 or more,$25000 or more,Not applicable,Not applicable,Too much,Pretty happy,Not applicable,Not applicable,2nd important,40,Full-time,Not at all sat,Above average,Yes,Not applicable,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Always,Not applicable,Not applicable,More hrs & money,Neither,Agree,Neither,Agree,Neither,Strongly agree,Strongly agree,Always,A full time job,Strongly agree,Not applicable,Not applicable,Pays rent,4th person,-1,1986,Ballot b,0,60.5,$50000 to 59999,Not applicable,Not applicable,Not applicable,Yes,Yes,"Yes, used internet yesterday",No,Yes,Yes,No,No,No,No,No,No,No,No,No,0,2,0,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Important,Neither important nor unimportant,Hardly ever,Often,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a regular schedule or shift (daytime, evening, or night)",Agree,No,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,1359,"Unempl, laid off",Not applicable,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Laborers and freight, stock, and material movers, hand",0,22,12,High school,Male,White,Yes,3,3,$25000 or more,$25000 or more,Not applicable,Not applicable,Not applicable,Very happy,Good,Exciting,Most important,52,Full-time,More or less,Above average,Yes,Both equally,Somewhat worse,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,A full time job,Not applicable,Yes,Not applicable,Not applicable,2nd person,-1,1994,Ballot c,0,23.3,$30000 to 34999,Not applicable,Slightly true,Slightly true,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,None or almost none of the time,None or almost none of the time,All or almost all of the time,Some of the time,Some of the time,Neither important nor unimportant,Neither important nor unimportant,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,1372,Working fulltime,84,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Laborers and freight, stock, and material movers, hand",1,30,12,High school,Male,White,No,3,1,$20000 - 24999,Not applicable,Not applicable,Not applicable,Too little,Not too happy,Not applicable,Not applicable,2nd important,24,Part-time,Not at all sat,Average,Yes,Not applicable,Somewhat worse,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Always,Not applicable,Not applicable,More hrs & money,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Often,A full time job,Disagree,Not applicable,A u.s. citizen,Pays rent,2nd person,-1,1986,Ballot b,0,23.3,Not applicable,Not applicable,Not applicable,Not applicable,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,30,1,30,1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not important,Important,Never,Sometimes,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)","I have a regular schedule or shift (daytime, evening, or night)",Strongly agree,"Yes, during some of that period",Much less than from main job,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,1373,Working fulltime,50,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Social workers,0,26,17,Bachelor,Female,White,Yes,1,1,$25000 or more,$25000 or more,Not applicable,Not applicable,Not applicable,Pretty happy,Fair,Dull,Not applicable,52,Full-time,More or less,Below average,Not applicable,Both equally,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Bachelor's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,1st person,-1,1990,Ballot a,0,62.9,$25000 to 29999,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,1376,"Unempl, laid off",Not applicable,Not applicable,Not applicable,Don't know,Not applicable,Not applicable,No answer,0,23,16,Bachelor,Male,White,No,2,0,$10000 - 14999,Refused,Not applicable,Not applicable,About right,Very happy,Excellent,Exciting,Not applicable,0,Not applicable,Satisfied,Average,Not applicable,Hard work,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Bachelor's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not a u.s. citizen,Pays rent,1st person,-1,1993,Ballot a,0,-1,Refused,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Don't know,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,1377,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Receptionists and information clerks,0,25,16,High school,Female,White,Yes,6,1,$10000 - 14999,Not applicable,Not applicable,Not applicable,Not applicable,Very happy,Poor,Exciting,3rd important,52,Full-time,Not at all sat,Below average,No,Hard work,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,Same and same,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Agree,Never,A full time job,Agree,Not applicable,Not applicable,Not applicable,2nd person,-1,1991,Ballot c,0,25.7,Not applicable,Not applicable,Mostly true,Mostly true,Yes,Yes,"Yes, used internet yesterday",No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,20,0,0,2,By the hour,36,39,34,None or almost none of the time,Some of the time,All or almost all of the time,None or almost none of the time,None or almost none of the time,Not important,Important,Never,Never,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a regular schedule or shift (daytime, evening, or night)",Agree,"Yes, during some of that period",Much less than from main job,Not applicable,"2-FAMILY HOUSE, 2 UNITS SIDE-BY-SIDE"
2016,1379,Working parttime,30,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Postsecondary teachers,0,31,17,Bachelor,Male,White,No,2,1,$10000 - 14999,$6000 to 6999,Not applicable,Not applicable,Too little,Pretty happy,Good,Exciting,2nd important,40,Part-time,Not at all sat,Below average,Yes,Both equally,Somewhat worse,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,More hrs & money,Neither,Disagree,Neither,Strongly agree,Agree,Strongly agree,Strongly agree,Always,A full time job,Strongly agree,Not applicable,Not a u.s. citizen,Not applicable,1st person,-1,1985,Ballot c,0,84.5,$6 000 to 6 999,A moderate amount of stress,Somewhat false,Slightly true,Yes,Yes,"Yes, used internet yesterday",No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,0,1,0,2,Other,30,40,30,Most of the time,Most of the time,Some of the time,None or almost none of the time,Most of the time,Neither important nor unimportant,Important,Sometimes,Often,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)",Disagree,"Yes, during most of that period",More than from main job,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,1380,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Software developers, applications and systems software",0,26,16,Graduate,Female,Other,No,1,1,Refused,Refused,Not applicable,Not applicable,Not applicable,Very happy,Not applicable,Not applicable,3rd important,44,Full-time,More or less,Average,No,Not applicable,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Master's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not a u.s. citizen,Pays rent,1st person,-1,1990,Ballot b,0,87.9,Refused,Not applicable,Slightly true,Slightly false,Yes,Yes,"Yes, used internet yesterday",No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,0,24,0,6,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,1382,School,Not applicable,Not applicable,Yes,Someone else,Not applicable,Not applicable,Waiters and waitresses,0,30,14,High school,Male,White,Yes,3,1,$4000 to 4999,Not applicable,Not applicable,Not applicable,Not applicable,Pretty happy,Excellent,Routine,Most important,12,Full-time,More or less,Above average,No,Both equally,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,A full time job,Not applicable,Yes,Not applicable,Not applicable,3rd person,-1,1986,Ballot c,0,19.6,Not applicable,Not applicable,Somewhat true,Slightly false,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,0,4,0,4,Not applicable,Not applicable,Not applicable,Not applicable,Some of the time,Most of the time,Most of the time,Some of the time,Some of the time,Neither important nor unimportant,Important,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,1383,School,Not applicable,Not applicable,Yes,Someone else,Not applicable,Not applicable,Retail salespersons,0,23,17,Bachelor,Female,White,Yes,2,1,Don't know,Not applicable,Not applicable,Not applicable,Don't know,Very happy,Not applicable,Not applicable,Most important,16,Full-time,Satisfied,Average,No,Not applicable,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,More hrs & money,Agree,Disagree,Neither,Agree,Agree,Strongly agree,Agree,Sometimes,A full time job,Not agree/dsagre,Not applicable,Not applicable,Pays rent,2nd person,-1,1993,Ballot b,0,39.7,Not applicable,Not applicable,Not applicable,Not applicable,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0,2,0,1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not important,Important,Never,Always,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)","I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)",Agree,"Yes, during most of that period",Less than from main job,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,1384,Working parttime,25,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,No answer,0,23,14,Junior college,Male,White,Yes,3,No answer,Refused,Refused,Not applicable,Not applicable,Not applicable,Pretty happy,Excellent,Exciting,Not applicable,Not applicable,Not applicable,No answer,No answer,Not applicable,Hard work,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Associate's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,1st person,-1,1993,Ballot a,0,-1,Refused,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 4 STORIES OR MORE)"
2016,1398,Working parttime,20,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Receptionists and information clerks,0,22,13,High school,Female,White,Yes,1,0,$10000 - 14999,Not applicable,Not applicable,Not applicable,Not applicable,Not too happy,Poor,Exciting,2nd important,0,Not applicable,Not at all sat,Above average,Yes,Hard work,Somewhat worse,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,Same and same,Strongly agree,Agree,Agree,Agree,Strongly agree,Neither,Agree,Often,A part-time job,Agree,Not applicable,Not applicable,Not applicable,1st person,-1,1994,Ballot c,0,25.7,Not applicable,Not applicable,Slightly true,Somewhat false,Yes,Yes,"Yes, used internet yesterday",No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,0,4,0,4,Salary,20,30,8,All or almost all of the time,Some of the time,Some of the time,Some of the time,Most of the time,Important,Important,Hardly ever,Sometimes,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)","I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)",Disagree,"Yes, during some of that period",More than from main job,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,1402,Working parttime,20,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Customer service representatives,0,24,15,High school,Female,Black,Yes,1,1,$25000 or more,Not applicable,Not applicable,Not applicable,Not applicable,Not too happy,Good,Routine,3rd important,52,Full-time,More or less,Average,Yes,Hard work,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Never,Not applicable,Not applicable,Same and same,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Hardly ever,A part-time job,Strongly agree,Not applicable,Not applicable,Not applicable,1st person,-1,1992,Ballot c,0,37.6,Not applicable,Not applicable,Mostly true,Somewhat true,Yes,Yes,"Yes, used internet yesterday",No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,0,8,0,0,By the hour,39,39,17,None or almost none of the time,Some of the time,Most of the time,Some of the time,None or almost none of the time,Neither important nor unimportant,Neither important nor unimportant,Never,Often,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)",Strongly disagree,No,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,1403,Working fulltime,50,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Customer service representatives,2,25,14,High school,Female,White,Yes,4,2,$25000 or more,$1000 to 2999,Not applicable,Not applicable,Not applicable,Very happy,Good,Routine,Not applicable,27,Full-time,Not at all sat,Below average,Not applicable,Luck or help,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,1st person,-1,1991,Ballot a,0,37.6,$1 000 to 2 999,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,1405,Working fulltime,60,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Personal care and service workers, all other",0,25,14,High school,Male,White,Yes,1,1,$15000 - 19999,$15000 - 19999,Not applicable,Not applicable,Too little,Pretty happy,Fair,Routine,Not applicable,52,Full-time,Not at all sat,Below average,Not applicable,Luck or help,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,1st person,-1,1991,Ballot a,0,27.6,$15000 to 17499,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Moderately satisfied,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
